Id	Foreign Key Insurance Company	Location	Pincode	Email Id
74	14	13	2025-01-05	2026-01-05	LifeScheme2	18000	active
75	15	4	2025-02-10	2026-02-10	TravelScheme2	19000	disabled
76	16	3	2025-03-15	2026-03-15	HomeScheme2	20000	disabled
77	17	19	2025-04-20	2026-04-20	PetScheme2	21000	disabled
78	18	12	2025-05-25	2026-05-25	MotorScheme2	22000	active
79	19	6	2025-06-30	2026-06-30	BusinessScheme2	23000	active
80	20	20	2025-08-05	2026-08-05	DentalScheme2	24000	active
81	1	10	2023-11-25	2024-11-25	HealthScheme1	5000	disabled
82	2	1	2023-12-01	2024-12-01	CarScheme1	6000	active
83	3	7	2024-01-15	2025-01-15	PropertyScheme1	7000	active
84	4	11	2024-02-20	2025-02-20	LifeScheme1	8000	disabled
85	5	5	2024-03-25	2025-03-25	TravelScheme1	9000	active
86	6	15	2024-04-30	2025-04-30	HomeScheme1	10000	disabled
87	7	6	2024-05-15	2025-05-15	PetScheme1	11000	active
88	8	8	2024-06-01	2025-06-01	MotorScheme1	12000	active
89	9	16	2024-07-10	2025-07-10	BusinessScheme1	13000	active
90	10	14	2024-08-15	2025-08-15	DentalScheme1	14000	disabled
91	11	9	2024-09-20	2025-09-20	HealthScheme2	15000	active
92	12	10	2024-10-25	2025-10-25	CarScheme2	16000	disabled
93	13	17	2024-11-30	2025-11-30	PropertyScheme2	17000	active
94	14	13	2025-01-05	2026-01-05	LifeScheme2	18000	active
95	15	4	2025-02-10	2026-02-10	TravelScheme2	19000	disabled
96	16	3	2025-03-15	2026-03-15	HomeScheme2	20000	disabled
97	17	19	2025-04-20	2026-04-20	PetScheme2	21000	active
98	18	12	2025-05-25	2026-05-25	MotorScheme2	22000	active
99	19	6	2025-06-30	2026-06-30	BusinessScheme2	23000	active
100	1	10	2023-11-25	2024-11-25	HealthScheme1	5000	disabled
101	2	1	2023-12-01	2024-12-01	CarScheme1	6000	active
102	3	7	2024-01-15	2025-01-15	PropertyScheme1	7000	active
103	4	11	2024-02-20	2025-02-20	LifeScheme1	8000	disabled
104	5	5	2024-03-25	2025-03-25	TravelScheme1	9000	disabled
105	6	15	2024-04-30	2025-04-30	HomeScheme1	10000	disabled
106	7	6	2024-05-15	2025-05-15	PetScheme1	11000	active
107	8	8	2024-06-01	2025-06-01	MotorScheme1	12000	active
108	9	16	2024-07-10	2025-07-10	BusinessScheme1	13000	active
109	10	14	2024-08-15	2025-08-15	DentalScheme1	14000	disabled
110	11	9	2024-09-20	2025-09-20	HealthScheme2	15000	active
111	12	10	2024-10-25	2025-10-25	CarScheme2	16000	active
112	13	17	2024-11-30	2025-11-30	PropertyScheme2	17000	disabled
113	14	13	2025-01-05	2026-01-05	LifeScheme2	18000	active
114	15	4	2025-02-10	2026-02-10	TravelScheme2	19000	disabled
115	16	3	2025-03-15	2026-03-15	HomeScheme2	20000	active
116	17	19	2025-04-20	2026-04-20	PetScheme2	21000	active
117	18	12	2025-05-25	2026-05-25	MotorScheme2	22000	active
118	19	6	2025-06-30	2026-06-30	BusinessScheme2	23000	disabled
119	20	20	2025-08-05	2026-08-05	DentalScheme2	24000	active
120	1	10	2023-11-25	2024-11-25	HealthScheme1	5000	disabled
121	2	1	2023-12-01	2024-12-01	CarScheme1	6000	active
122	3	7	2024-01-15	2025-01-15	PropertyScheme1	7000	active
123	4	11	2024-02-20	2025-02-20	LifeScheme1	8000	disabled
124	5	5	2024-03-25	2025-03-25	TravelScheme1	9000	disabled
125	6	15	2024-04-30	2025-04-30	HomeScheme1	10000	active
126	7	6	2024-05-15	2025-05-15	PetScheme1	11000	active
127	8	8	2024-06-01	2025-06-01	MotorScheme1	12000	active
128	9	16	2024-07-10	2025-07-10	BusinessScheme1	13000	disabled
129	10	14	2024-08-15	2025-08-15	DentalScheme1	14000	active
130	11	9	2024-09-20	2025-09-20	HealthScheme2	15000	active
131	12	10	2024-10-25	2025-10-25	CarScheme2	16000	disabled
132	13	17	2024-11-30	2025-11-30	PropertyScheme2	17000	disabled
133	14	13	2025-01-05	2026-01-05	LifeScheme2	18000	disabled
134	15	4	2025-02-10	2026-02-10	TravelScheme2	19000	active
135	16	3	2025-03-15	2026-03-15	HomeScheme2	20000	active
136	17	19	2025-04-20	2026-04-20	PetScheme2	21000	active
137	18	12	2025-05-25	2026-05-25	MotorScheme2	22000	disabled
138	19	6	2025-06-30	2026-06-30	BusinessScheme2	23000	active
139	20	20	2025-08-05	2026-08-05	DentalScheme2	24000	active
140	1	2	2023-01-01	2023-12-31	HealthGuard	5000	disabled
141	2	5	2023-03-15	2023-12-31	AutoCare	8000	disabled
142	3	1	2023-05-20	2023-12-31	PropertySecure	6000	active
143	4	8	2023-07-10	2023-12-31	LifeShield	7000	active
144	5	12	2023-09-28	2023-12-31	TravelEase	5500	disabled
145	6	17	2023-11-03	2023-12-31	HomeSafety	7500	disabled
146	7	4	2023-12-12	2023-12-31	PetCare	6500	disabled
147	8	20	2024-02-18	2024-12-31	MotorGuard	9000	active
148	9	9	2024-04-25	2024-12-31	BusinessSure	6800	active
149	10	14	2024-06-30	2024-12-31	DentalGuard	5300	active
150	11	3	2024-08-07	2024-12-31	HealthShield	5200	active
151	12	18	2024-09-12	2024-12-31	AutoProtect	7800	disabled
152	13	7	2024-10-25	2024-12-31	PropertyAssure	6200	disabled
153	14	10	2024-12-03	2024-12-31	LifeCare	7100	disabled
154	15	15	2025-01-21	2025-12-31	TravelGuard	5600	active
155	16	19	2025-03-08	2025-12-31	HomeGuard	7400	active
156	17	6	2025-04-30	2025-12-31	PetSecure	6600	active
157	18	13	2025-06-17	2025-12-31	MotorCare	8600	active
158	19	11	2025-08-22	2025-12-31	BusinessGuard	6900	disabled
159	20	16	2025-10-05	2025-12-31	DentalCare	5400	disabled
160	1	2	2026-01-15	2026-12-31	HealthGuard Pro	5100	active
161	2	5	2026-03-02	2026-12-31	AutoElite	8200	disabled
162	3	1	2026-05-10	2026-12-31	PropertyDefender	6300	active
163	4	8	2026-07-28	2026-12-31	LifeFortress	7200	active
164	5	12	2026-09-14	2026-12-31	TravelElite	5800	disabled
165	6	17	2026-11-01	2026-12-31	HomeGuardian	7600	disabled
166	7	4	2026-12-22	2026-12-31	PetProtector	6700	disabled
167	8	20	2027-03-05	2027-12-31	MotorElite	9200	active
168	9	9	2027-05-12	2027-12-31	BusinessElite	7000	active
169	10	14	2027-07-20	2027-12-31	DentalElite	5500	active
170	11	3	2027-09-04	2027-12-31	HealthElite	5300	active
171	12	18	2027-10-18	2027-12-31	AutoSupreme	8000	disabled
172	13	7	2027-12-01	2027-12-31	PropertyGuard	6400	disabled
173	14	10	2028-01-14	2028-12-31	LifeGuard	7300	disabled
174	15	15	2028-03-21	2028-12-31	TravelSupreme	5700	active
175	16	19	2028-05-07	2028-12-31	HomeSupreme	7800	active
176	17	6	2028-06-22	2028-12-31	PetSupreme	6700	active
177	18	13	2028-08-09	2028-12-31	MotorSupreme	8700	active
178	19	11	2028-09-26	2028-12-31	BusinessSupreme	6900	disabled
179	20	16	2028-11-10	2028-12-31	DentalSupreme	5600	disabled
180	1	2	2029-01-20	2029-12-31	HealthSupreme	5200	active
181	2	5	2029-03-07	2029-12-31	AutoMega	8400	disabled
182	3	1	2029-05-15	2029-12-31	PropertyMega	6500	active
183	4	8	2029-07-31	2029-12-31	LifeMega	7300	active
184	5	12	2029-09-16	2029-12-31	TravelMega	5900	disabled
185	6	17	2029-11-03	2029-12-31	HomeMega	7700	disabled
186	7	4	2029-12-24	2029-12-31	PetMega	6800	disabled
187	8	20	2030-03-10	2030-12-31	MotorMega	9300	active
188	9	9	2030-05-17	2030-12-31	BusinessMega	7100	active
189	10	14	2030-07-25	2030-12-31	DentalMega	5600	active
190	11	3	2030-09-08	2030-12-31	HealthMega	5400	active
191	12	18	2030-10-22	2030-12-31	AutoUltra	8200	disabled
192	13	7	2030-12-05	2030-12-31	PropertyUltra	6600	disabled
193	14	10	2031-01-18	2031-12-31	LifeUltra	7500	disabled
194	15	15	2031-03-26	2031-12-31	TravelUltra	5800	active
195	16	19	2031-05-12	2031-12-31	HomeUltra	7900	active
196	17	6	2031-06-27	2031-12-31	PetUltra	6900	active
197	18	13	2031-08-14	2031-12-31	MotorUltra	8800	active
198	19	11	2031-09-29	2031-12-31	BusinessUltra	7000	disabled
199	20	16	2031-11-13	2031-12-31	DentalUltra	5700	disabled
200	1	2	2032-01-23	2032-12-31	HealthUltra	5300	active
201	2	5	2032-03-09	2032-12-31	AutoSupreme Plus	8600	disabled
202	3	1	2032-05-17	2032-12-31	PropertySupreme Plus	6700	active
203	4	8	2032-07-04	2032-12-31	LifeSupreme Plus	7400	active
204	5	12	2032-08-19	2032-12-31	TravelSupreme Plus	6000	disabled
205	6	17	2032-10-06	2032-12-31	HomeSupreme Plus	8100	disabled
206	7	4	2032-11-23	2032-12-31	PetSupreme Plus	7000	disabled
207	8	20	2033-03-12	2033-12-31	MotorSupreme Plus	9400	active
208	9	9	2033-05-19	2033-12-31	BusinessSupreme Plus	7200	active
209	10	14	2033-07-27	2033-12-31	DentalSupreme Plus	5700	active
210	11	3	2033-09-10	2033-12-31	HealthSupreme Plus	5500	active
211	12	18	2033-10-24	2033-12-31	AutoUltimate	8400	disabled
212	13	7	2033-12-07	2033-12-31	PropertyUltimate	6800	disabled
213	14	10	2034-01-20	2034-12-31	LifeUltimate	7600	disabled
214	15	15	2034-03-28	2034-12-31	TravelUltimate	5900	active
215	16	19	2034-05-14	2034-12-31	HomeUltimate	8000	active
216	17	6	2034-06-29	2034-12-31	PetUltimate	7000	active
217	18	13	2034-08-16	2034-12-31	MotorUltimate	8900	active
218	19	11	2034-09-30	2034-12-31	BusinessUltimate	7100	disabled
219	20	16	2034-11-14	2034-12-31	DentalUltimate	5800	disabled
220	1	2	2035-01-26	2035-12-31	HealthUltimate	5400	active
221	2	5	2035-03-13	2035-12-31	AutoPlatinum	8800	disabled
222	3	1	2035-05-21	2035-12-31	PropertyPlatinum	6800	active
223	4	8	2035-07-08	2035-12-31	LifePlatinum	7500	active
224	5	12	2035-08-23	2035-12-31	TravelPlatinum	6100	disabled
225	6	17	2035-10-10	2035-12-31	HomePlatinum	8200	disabled
226	7	4	2035-11-27	2035-12-31	PetPlatinum	7100	disabled
227	8	20	2036-03-14	2036-12-31	MotorPlatinum	9500	active
228	9	9	2036-05-21	2036-12-31	BusinessPlatinum	7300	active
229	10	14	2036-07-29	2036-12-31	DentalPlatinum	5800	active
230	11	3	2036-09-12	2036-12-31	HealthPlatinum	5600	active

The above chart named PolicyScheme contains the information about id, foreign key of policy category as fkPolicyCategory, foreign key of insurance company as fkInsuranceCompany, Start date of scheme as schemeStartDate, end date of scheme as schemeEndDate, name of the scheme as Scheme Name, amount of policy as policyamount and status of the scheme which is active or disabled as status.


I want you to make another chart which includes id (unique), date of insurance taken as date, foreign key id of the users from the chart Users as fkuser, foreign key of the policy scheme from the chart PolicyScheme as fkpolicyscheme, premium (which is policyamount in the chart PolicyScheme) respective to the fkpolicyscheme as premium, Branch of the insurance Company (which is the location in the chart "Insurance Company Branch") as InsuranceCompanyBranch and the status of the the insurance (due/live/expired) as status.

note: 
age>=65			: policyamt*12%
age between 50 to 65	: policyamt*10%
age between 35 to 50    : policyamt*5%
age between 20 to 35    : policyamt*2% 

status:
policy is due on 1 month : due
policy exceeded due date : expired
otherwise	         : live

Make this chart for 1000 entries in the csv format.
